"customerid","recency","frequency","monetory","r_score","f_score","m_score","customer_segment"
16884,38.0,2,429.84,3,3,2,Other
15230,240.0,2,429.6,1,3,2,Other
15957,32.0,1,428.89,4,2,2,Potential Loyalists
13602,65.0,1,428.89,3,2,2,Other
16324,129.0,3,428.68,2,3,2,Other
17869,108.0,5,428.18,2,4,2,Other
15360,40.0,1,427.93,3,2,2,Other
12725,372.0,1,427.8,1,2,2,Lost Customers
12403,50.0,1,427.7,3,2,2,Other
12740,64.0,1,427.6,3,2,2,Other
12802,187.0,1,427.58,1,2,2,Lost Customers
15994,55.0,1,427.07,3,2,2,Other
17223,311.0,2,426.79,1,3,2,Other
15930,68.0,1,426.63,3,2,2,Other
14288,214.0,1,426.59999999999997,1,2,2,Lost Customers
15639,135.0,1,425.32,2,2,2,Lost Customers
16780,101.0,2,425.19,2,3,2,Other
17134,107.0,2,425.0,2,3,2,Other
17371,18.0,3,423.89,4,3,2,Potential Loyalists
13140,109.0,3,423.72,2,3,2,Other
16119,9.0,2,423.36,5,3,2,Potential Loyalists
15012,54.0,2,423.04,3,3,2,Other
18034,22.0,2,422.88,4,3,2,Potential Loyalists
17525,360.0,1,422.7,1,2,2,Lost Customers
13473,61.0,2,422.64,3,3,2,Other
16689,76.0,2,422.6,2,3,2,Other
18240,47.0,1,422.58,3,2,2,Other
17232,3.0,2,421.52,5,3,2,Potential Loyalists
14757,76.0,1,420.5,2,2,2,Lost Customers
15206,11.0,4,420.3,5,4,2,Loyal Customers
14124,85.0,1,419.58,2,2,2,Lost Customers
15361,362.0,1,418.92,1,2,2,Lost Customers
15967,24.0,2,418.83,4,3,2,Potential Loyalists
12593,109.0,3,418.1,2,3,2,Other
17701,253.0,1,417.95,1,2,2,Lost Customers
16629,74.0,2,417.73,2,3,2,Other
13615,319.0,1,417.69,1,2,2,Lost Customers
16737,54.0,1,417.6,3,2,2,Other
12833,146.0,1,417.38,2,2,2,Lost Customers
18001,13.0,2,417.23,5,3,2,Potential Loyalists
13166,284.0,1,417.2,1,2,2,Lost Customers
16816,104.0,4,417.06,2,4,2,Other
13889,93.0,1,416.9,2,2,2,Lost Customers
15935,240.0,2,416.86,1,3,2,Other
16957,240.0,2,416.64,1,3,2,Other
13085,158.0,2,416.08,2,3,2,Other
14139,47.0,1,415.82,3,2,2,Other
15803,52.0,1,415.82,3,2,2,Other
12930,79.0,2,415.8,2,3,2,Other
12580,247.0,1,415.7,1,2,2,Lost Customers
15725,16.0,1,415.25,4,2,2,Potential Loyalists
14333,68.0,1,415.2,3,2,2,Other
16795,366.0,1,414.88,1,2,2,Lost Customers
12993,24.0,4,414.76,4,4,2,Loyal Customers
16239,57.0,2,414.2,3,3,2,Other
17483,66.0,3,414.04,3,3,2,Other
17052,29.0,1,413.75,4,2,2,Potential Loyalists
13974,50.0,1,413.59,3,2,2,Other
16834,228.0,1,413.46,1,2,2,Lost Customers
14620,206.0,2,412.78000000000003,1,3,2,Other
13827,58.0,3,412.05,3,3,2,Other
15523,85.0,1,412.01,2,2,2,Lost Customers
16272,117.0,1,411.7,2,2,2,Lost Customers
17913,59.0,2,411.6,3,3,2,Other
14670,281.0,2,411.53,1,3,2,Other
15186,15.0,2,411.41,4,3,2,Potential Loyalists
15099,85.0,1,410.48,2,2,2,Lost Customers
15695,267.0,2,409.98,1,3,2,Other
14048,306.0,1,409.93,1,2,2,Lost Customers
14348,261.0,1,409.57,1,2,2,Lost Customers
12990,32.0,3,409.5,4,3,2,Potential Loyalists
15225,235.0,1,409.4,1,2,2,Lost Customers
16243,34.0,2,409.1,3,3,2,Other
16018,40.0,2,408.9,3,3,2,Other
15269,24.0,1,408.8,4,2,2,Potential Loyalists
16399,20.0,2,408.57,4,3,2,Potential Loyalists
17931,135.0,2,408.36,2,3,2,Other
16010,246.0,3,407.5,1,3,2,Other
15184,30.0,2,406.76,4,3,2,Potential Loyalists
15127,66.0,1,406.53,3,2,2,Other
16947,236.0,1,406.48,1,2,2,Lost Customers
15342,130.0,1,406.09,2,2,2,Lost Customers
14616,243.0,3,406.08,1,3,2,Other
16204,24.0,1,405.71,4,2,2,Potential Loyalists
18036,33.0,3,405.62,4,3,2,Potential Loyalists
12922,162.0,1,405.38,2,2,2,Lost Customers
17379,12.0,1,404.66,5,2,2,Potential Loyalists
15938,113.0,5,404.58,2,4,2,Other
16319,218.0,1,404.40000000000003,1,2,2,Lost Customers
16484,174.0,2,404.3,2,3,2,Other
12498,22.0,3,403.7,4,3,2,Potential Loyalists
17431,314.0,1,403.3,1,2,2,Lost Customers
15221,367.0,1,403.25,1,2,2,Lost Customers
12386,338.0,2,401.90000000000003,1,3,2,Other
15158,46.0,1,401.4,3,2,2,Other
16500,5.0,6,400.86,5,4,2,Loyal Customers
16198,76.0,1,400.681,2,2,2,Lost Customers
12792,257.0,1,400.54,1,2,2,Lost Customers
17375,200.0,3,400.1,1,3,2,Other
18164,38.0,1,399.65,3,2,2,Other
13255,10.0,2,399.51,5,3,2,Potential Loyalists
18154,4.0,2,399.19,5,3,2,Potential Loyalists
15522,33.0,2,398.84000000000003,4,3,2,Potential Loyalists
17830,2.0,3,398.7,5,3,2,Potential Loyalists
12508,27.0,2,398.27,4,3,2,Potential Loyalists
13352,61.0,1,397.98,3,2,2,Other
15429,27.0,2,397.35,4,3,2,Potential Loyalists
17926,134.0,2,397.29,2,3,2,Other
12824,60.0,1,397.12,3,2,2,Other
13594,53.0,1,396.97,3,2,2,Other
13673,19.0,2,396.92,4,3,2,Potential Loyalists
17486,262.0,1,396.87,1,2,2,Lost Customers
15883,3.0,2,396.48,5,3,2,Potential Loyalists
18067,41.0,1,396.33,3,2,2,Other
16354,64.0,2,395.8,3,3,2,Other
17603,79.0,1,394.72,2,2,2,Lost Customers
14619,246.0,1,394.44,1,2,2,Lost Customers
16207,26.0,1,394.38,4,2,2,Potential Loyalists
15386,187.0,1,394.14,1,2,2,Lost Customers
15264,65.0,1,393.74,3,2,2,Other
15345,46.0,1,393.54,3,2,2,Other
17226,309.0,1,393.49,1,2,2,Lost Customers
14600,306.0,1,393.33,1,2,2,Lost Customers
15837,65.0,1,391.98,3,2,2,Other
16917,277.0,1,391.52,1,2,2,Lost Customers
12982,243.0,1,390.53999999999996,1,2,2,Lost Customers
17614,58.0,1,390.07,3,2,2,Other
17936,6.0,1,389.84,5,2,2,Potential Loyalists
18024,153.0,2,389.78,2,3,2,Other
14752,44.0,1,389.64,3,2,2,Other
13873,120.0,3,389.6,2,3,2,Other
13345,288.0,1,389.5,1,2,2,Lost Customers
16250,262.0,2,389.44,1,3,2,Other
15847,39.0,2,389.27,3,3,2,Other
12690,206.0,1,389.01,1,2,2,Lost Customers
17595,13.0,2,388.79,5,3,2,Potential Loyalists
15592,47.0,1,388.58,3,2,2,Other
13899,17.0,2,388.52,4,3,2,Potential Loyalists
13856,169.0,3,388.5,2,3,2,Other
17438,254.0,1,388.45,1,2,2,Lost Customers
16776,61.0,1,388.28,3,2,2,Other
14538,65.0,2,388.25,3,3,2,Other
17357,25.0,2,388.14,4,3,2,Potential Loyalists
17817,5.0,3,387.68,5,3,2,Potential Loyalists
14420,100.0,1,387.52,2,2,2,Lost Customers
17508,281.0,1,387.31,1,2,2,Lost Customers
14114,274.0,2,386.53,1,3,2,Other
15664,51.0,1,386.43,3,2,2,Other
14779,281.0,3,386.15,1,3,2,Other
13821,145.0,2,385.64,2,3,2,Other
17711,11.0,2,385.1,5,3,2,Potential Loyalists
13919,60.0,2,384.81,3,3,2,Other
13833,160.0,1,384.8,2,2,2,Lost Customers
17250,4.0,2,384.52,5,3,2,Potential Loyalists
17189,107.0,2,384.4,2,3,2,Other
17205,54.0,1,384.08,3,2,2,Other
16982,61.0,1,384.06,3,2,2,Other
15048,66.0,4,384.05,3,4,2,Loyal Customers
12733,235.0,1,383.95,1,2,2,Lost Customers
12515,354.0,1,383.7,1,2,2,Lost Customers
15440,55.0,3,383.68,3,3,2,Other
14304,223.0,1,383.45,1,2,2,Lost Customers
15424,255.0,2,383.34,1,3,2,Other
12832,33.0,2,383.03000000000003,4,3,2,Potential Loyalists
13817,30.0,2,382.98,4,3,2,Potential Loyalists
18181,25.0,1,382.8,4,2,2,Potential Loyalists
17239,313.0,1,382.5,1,2,2,Lost Customers
13657,11.0,2,382.14,5,3,2,Potential Loyalists
17999,38.0,2,382.06,3,3,2,Other
15090,309.0,1,381.32,1,2,2,Lost Customers
16441,68.0,2,381.2,3,3,2,Other
12871,85.0,2,380.64,2,3,2,Other
17573,30.0,3,380.6,4,3,2,Potential Loyalists
16930,27.0,3,380.55,4,3,2,Potential Loyalists
17138,276.0,1,380.5,1,2,2,Lost Customers
12890,25.0,1,380.47,4,2,2,Potential Loyalists
16769,261.0,1,380.39,1,2,2,Lost Customers
17031,12.0,2,380.35,5,3,2,Potential Loyalists
14731,48.0,3,380.02,3,3,2,Other
14594,8.0,2,379.83,5,3,2,Potential Loyalists
16552,243.0,2,379.73,1,3,2,Other
13589,15.0,2,379.65,4,3,2,Potential Loyalists
13656,165.0,2,379.65,2,3,2,Other
17878,44.0,1,379.45,3,2,2,Other
15885,93.0,3,379.35,2,3,2,Other
16909,73.0,1,379.14,2,2,2,Lost Customers
13372,90.0,1,378.64,2,2,2,Lost Customers
17078,37.0,2,378.2,3,3,2,Other
17736,10.0,3,377.44,5,3,2,Potential Loyalists
15025,34.0,1,377.01,3,2,2,Other
17489,59.0,2,376.64,3,3,2,Other
13936,180.0,1,376.58,1,2,2,Lost Customers
16858,369.0,1,375.69,1,2,2,Lost Customers
14448,10.0,2,375.34999999999997,5,3,2,Potential Loyalists
14079,125.0,1,375.1,2,2,2,Lost Customers
16147,134.0,1,375.0,2,2,2,Lost Customers
14067,64.0,2,374.7,3,3,2,Other
17492,249.0,1,374.57,1,2,2,Lost Customers
12873,283.0,1,374.0,1,2,2,Lost Customers
13351,67.0,1,373.94,3,2,2,Other
13569,18.0,2,373.75,4,3,2,Potential Loyalists
16321,73.0,5,373.65,2,4,2,Other
16903,30.0,1,373.24,4,2,2,Potential Loyalists
12895,43.0,2,372.8,3,3,2,Other
12544,37.0,1,372.7,3,2,2,Other
12981,30.0,2,372.21999999999997,4,3,2,Potential Loyalists
16065,366.0,1,372.09,1,2,2,Lost Customers
13300,170.0,1,371.89,2,2,2,Lost Customers
17765,159.0,3,371.88,2,3,2,Other
14690,45.0,2,371.7,3,3,2,Other
18155,76.0,3,371.62,2,3,2,Other
15472,114.0,1,371.56,2,2,2,Lost Customers
14950,20.0,1,371.2,4,2,2,Potential Loyalists
15975,85.0,1,371.01,2,2,2,Lost Customers
15063,214.0,1,370.8,1,2,2,Lost Customers
16343,17.0,2,370.48,4,3,2,Potential Loyalists
15922,374.0,1,369.5,1,2,2,Lost Customers
16758,66.0,1,369.34,3,2,2,Other
14888,208.0,1,369.2,1,2,2,Lost Customers
16372,34.0,2,367.93,3,3,2,Other
17911,10.0,1,366.23,5,2,2,Potential Loyalists
17358,304.0,2,365.85,1,3,2,Other
17432,19.0,2,365.76,4,3,2,Potential Loyalists
16499,361.0,2,365.45,1,3,2,Other
16202,361.0,1,365.27,1,2,2,Lost Customers
14886,253.0,1,364.8,1,2,2,Lost Customers
15949,17.0,2,364.71999999999997,4,3,2,Potential Loyalists
12373,312.0,1,364.6,1,2,2,Lost Customers
15343,88.0,1,364.5,2,2,2,Lost Customers
14528,38.0,1,364.21999999999997,3,2,2,Other
12538,30.0,1,363.95,4,2,2,Potential Loyalists
17330,23.0,2,363.9,4,3,2,Potential Loyalists
15901,17.0,3,363.88,4,3,2,Potential Loyalists
14171,99.0,1,363.79,2,2,2,Lost Customers
16509,297.0,1,363.7,1,2,2,Lost Customers
16485,78.0,1,363.65,2,2,2,Lost Customers
12915,149.0,2,363.65,2,2,2,Lost Customers
18056,289.0,1,363.65,1,2,2,Lost Customers
14932,366.0,1,363.53,1,2,2,Lost Customers
14427,51.0,2,363.34000000000003,3,2,2,Other
16378,248.0,3,362.95,1,3,2,Other
16052,55.0,1,362.06,3,2,2,Other
13844,12.0,1,361.62,5,2,2,Potential Loyalists
16305,139.0,1,361.22,2,2,2,Lost Customers
13291,156.0,1,361.11,2,2,2,Lost Customers
15872,15.0,2,360.93,4,2,2,Potential Loyalists
16595,62.0,1,360.15999999999997,3,2,2,Other
13780,8.0,2,360.01,5,2,2,Potential Loyalists
13298,2.0,1,360.0,5,2,2,Potential Loyalists
15120,134.0,1,358.82,2,2,2,Lost Customers
17948,148.0,1,358.56,2,2,2,Lost Customers
16823,228.0,1,358.38,1,2,2,Lost Customers
13228,82.0,1,358.0,2,2,2,Lost Customers
13976,207.0,1,357.98,1,2,2,Lost Customers
16274,374.0,1,357.95,1,2,2,Lost Customers
17025,61.0,3,357.77,3,3,2,Other
16971,39.0,1,357.21,3,2,2,Other
18040,20.0,2,357.2,4,2,2,Potential Loyalists
13453,166.0,2,356.98,2,2,2,Lost Customers
14500,89.0,3,356.85,2,3,2,Other
15713,144.0,2,356.7,2,2,2,Lost Customers
15247,123.0,1,356.0,2,2,2,Lost Customers
14537,58.0,1,355.56,3,2,2,Other
15840,59.0,2,355.56,3,2,2,Other
12617,30.0,1,355.53,4,2,2,Potential Loyalists
17742,114.0,2,355.11,2,2,2,Lost Customers
13642,216.0,1,354.8,1,2,2,Lost Customers
17222,66.0,1,354.15,3,2,2,Other
12888,215.0,2,354.12,1,2,2,Lost Customers
12845,268.0,4,354.09000000000003,1,4,2,Other
15870,33.0,1,354.09,4,2,2,Potential Loyalists
12715,107.0,1,353.86,2,2,2,Lost Customers
17252,117.0,2,353.86,2,2,2,Lost Customers
13173,5.0,2,353.65,5,2,2,Potential Loyalists
13210,94.0,1,353.48,2,2,2,Lost Customers
13343,178.0,1,353.43,2,2,2,Lost Customers
14804,9.0,1,353.27,5,2,2,Potential Loyalists
17976,373.0,1,353.19,1,2,2,Lost Customers
15678,53.0,1,352.7,3,2,2,Other
18112,13.0,2,352.69,5,2,2,Potential Loyalists
15334,157.0,3,351.67,2,3,2,Other
12566,87.0,1,351.65,2,2,2,Lost Customers
15789,359.0,1,351.3,1,2,2,Lost Customers
13923,54.0,1,351.13,3,2,2,Other
15900,24.0,1,351.11,4,2,2,Potential Loyalists
13332,15.0,1,350.9,4,2,2,Potential Loyalists
13740,241.0,1,350.75,1,2,2,Lost Customers
17835,3.0,3,350.64,5,3,2,Potential Loyalists
17795,180.0,2,350.39,1,2,2,Lost Customers
13108,373.0,1,350.06,1,2,2,Lost Customers
12532,31.0,1,349.83,4,2,2,Potential Loyalists
13670,76.0,1,349.7,2,2,2,Lost Customers
13887,205.0,1,349.55,1,2,2,Lost Customers
18250,311.0,1,349.27,1,2,2,Lost Customers
15405,190.0,1,349.1,1,2,2,Lost Customers
13927,75.0,1,348.99,2,2,2,Lost Customers
13790,5.0,1,348.8,5,2,2,Potential Loyalists
18127,20.0,3,348.73,4,3,2,Potential Loyalists
12527,82.0,3,348.71,2,3,2,Other
15579,69.0,2,348.6,3,2,2,Other
16159,282.0,1,348.2,1,2,2,Lost Customers
13052,213.0,1,348.15,1,2,2,Lost Customers
14379,45.0,2,348.1,3,2,2,Other
13497,283.0,2,348.05,1,2,2,Lost Customers
17668,2.0,2,347.75,5,2,2,Potential Loyalists
13062,192.0,1,346.98,1,2,2,Lost Customers
13649,257.0,2,346.6,1,2,2,Lost Customers
16423,25.0,1,346.12,4,2,2,Potential Loyalists
13091,29.0,1,345.82,4,2,2,Potential Loyalists
15781,26.0,3,345.46,4,3,2,Potential Loyalists
17123,162.0,1,345.3,2,2,2,Lost Customers
13774,82.0,1,345.0,2,2,2,Lost Customers
14633,267.0,1,344.9,1,2,2,Lost Customers
16978,78.0,1,344.33,2,2,2,Lost Customers
17569,333.0,1,344.14,1,2,2,Lost Customers
13068,11.0,2,344.0,5,2,2,Potential Loyalists
15047,270.0,1,343.62,1,2,2,Lost Customers
15520,2.0,1,343.5,5,2,2,Potential Loyalists
18081,37.0,3,343.45,3,3,2,Other
15880,370.0,1,343.28,1,2,2,Lost Customers
12875,144.0,2,343.23,2,2,2,Lost Customers
17201,54.0,1,342.63,3,2,2,Other
16851,5.0,3,342.45,5,3,2,Potential Loyalists
16826,52.0,1,341.7,3,2,2,Other
13347,71.0,1,341.36,3,2,2,Other
17917,46.0,3,341.28,3,3,2,Other
14491,176.0,2,340.93,2,2,2,Lost Customers
12519,64.0,1,340.84,3,2,2,Other
15115,19.0,1,340.11,4,2,2,Potential Loyalists
13737,201.0,1,339.6,1,2,2,Lost Customers
17045,114.0,3,339.44,2,3,2,Other
16545,165.0,1,339.3,2,2,2,Lost Customers
17697,237.0,1,338.95,1,2,2,Lost Customers
17839,43.0,1,338.8,3,2,2,Other
16183,68.0,1,338.71000000000004,3,2,2,Other
15652,92.0,1,337.74,2,2,2,Lost Customers
15942,134.0,1,337.44,2,2,2,Lost Customers
13930,58.0,2,337.34,3,2,2,Other
17973,52.0,1,337.04,3,2,2,Other
16105,249.0,1,336.96,1,2,2,Lost Customers
17914,4.0,1,336.43,5,2,2,Potential Loyalists
15619,11.0,1,336.4,5,2,2,Potential Loyalists
17384,20.0,2,336.4,4,2,2,Potential Loyalists
14954,13.0,1,336.17,5,2,2,Potential Loyalists
18078,218.0,2,336.13,1,2,2,Lost Customers
15921,173.0,1,336.03000000000003,2,2,2,Lost Customers
18276,44.0,1,335.86,3,2,2,Other
14196,107.0,1,335.52,2,2,2,Lost Customers
16063,261.0,1,335.32,1,2,2,Lost Customers
17221,8.0,2,335.13,5,2,2,Potential Loyalists
12489,337.0,1,334.93,1,2,2,Lost Customers
14988,212.0,1,334.54,1,2,2,Lost Customers
15466,86.0,1,334.53,2,2,2,Lost Customers
12350,311.0,1,334.4,1,2,2,Lost Customers
15918,191.0,2,334.23,1,2,2,Lost Customers
14264,155.0,2,333.97,2,2,2,Lost Customers
13216,268.0,1,333.74,1,2,2,Lost Customers
13727,29.0,2,333.48,4,2,2,Potential Loyalists
16625,275.0,1,333.08,1,2,2,Lost Customers
14902,26.0,1,332.66,4,2,2,Potential Loyalists
13904,38.0,2,332.64,3,2,2,Other
16850,334.0,1,332.40999999999997,1,2,2,Lost Customers
16803,66.0,1,332.3,3,2,2,Other
16177,51.0,1,331.95,3,2,2,Other
16030,310.0,1,331.24,1,2,2,Lost Customers
15210,226.0,1,331.18,1,2,2,Lost Customers
16478,26.0,3,331.0,4,3,2,Potential Loyalists
12891,186.0,3,331.0,1,3,2,Other
17862,324.0,1,330.9,1,2,2,Lost Customers
15714,12.0,2,330.88,5,2,2,Potential Loyalists
13706,303.0,1,330.79,1,2,2,Lost Customers
14517,34.0,2,330.45,3,2,2,Other
15130,170.0,1,330.11,2,2,2,Lost Customers
16593,51.0,3,330.03,3,3,2,Other
12953,10.0,1,329.85,5,2,2,Potential Loyalists
14716,44.0,2,329.68,3,2,2,Other
17866,143.0,1,329.65,2,2,2,Lost Customers
17615,131.0,3,329.6,2,3,2,Other
13239,262.0,1,329.56,1,2,2,Lost Customers
17154,76.0,1,329.34,2,2,2,Lost Customers
15153,32.0,1,329.25,4,2,2,Potential Loyalists
14012,278.0,1,328.8,1,2,2,Lost Customers
16855,24.0,2,328.4,4,2,2,Potential Loyalists
15213,319.0,2,328.34999999999997,1,2,2,Lost Customers
14747,250.0,1,328.2,1,2,2,Lost Customers
14206,240.0,1,328.15999999999997,1,2,2,Lost Customers
16318,36.0,1,328.15,3,2,2,Other
15314,200.0,1,327.96999999999997,1,2,2,Lost Customers
14024,122.0,2,327.7,2,2,2,Lost Customers
16366,19.0,1,327.3,4,2,2,Potential Loyalists
14870,262.0,1,327.25,1,2,2,Lost Customers
16322,2.0,2,326.75,5,2,2,Potential Loyalists
14987,16.0,2,326.4,4,2,2,Potential Loyalists
17715,201.0,1,326.4,1,2,2,Lost Customers
16071,45.0,1,326.24,3,2,2,Other
15363,373.0,1,326.0,1,2,2,Lost Customers
12844,30.0,2,325.96,4,2,2,Potential Loyalists
16830,39.0,1,325.91,3,2,2,Other
14850,312.0,1,325.75,1,2,2,Lost Customers
15944,277.0,1,325.09999999999997,1,2,2,Lost Customers
12790,193.0,1,324.92,1,2,2,Lost Customers
13801,67.0,1,324.8,3,2,2,Other
15597,36.0,1,324.57,3,2,2,Other
18261,44.0,2,324.24,3,2,2,Other
16685,62.0,2,324.24,3,2,2,Other
14555,58.0,2,324.14,3,2,2,Other
15675,82.0,3,323.69,2,3,2,Other
17793,26.0,1,323.04,4,2,2,Potential Loyalists
16739,177.0,1,323.0,2,2,2,Lost Customers
13955,155.0,2,322.96,2,2,2,Lost Customers
16627,80.0,1,322.8,2,2,2,Lost Customers
16342,76.0,4,322.41,2,4,2,Other
14424,18.0,1,322.08,4,2,2,Potential Loyalists
15224,359.0,2,322.08,1,2,2,Lost Customers
14484,51.0,1,321.92,3,2,2,Other
14823,181.0,3,321.43,1,3,2,Other
15236,299.0,1,321.05,1,2,2,Lost Customers
18117,26.0,1,320.71999999999997,4,2,2,Potential Loyalists
16096,265.0,1,320.62,1,2,2,Lost Customers
14622,185.0,1,320.58,1,2,2,Lost Customers
13986,18.0,1,320.46,4,2,2,Potential Loyalists
16674,55.0,2,319.61,3,2,2,Other
15107,312.0,6,319.5,1,4,2,Other
16967,190.0,1,319.02,1,2,2,Lost Customers
17157,8.0,2,319.0,5,2,2,Potential Loyalists
17229,97.0,2,318.76,2,2,2,Lost Customers
17248,121.0,1,318.65,2,2,2,Lost Customers
14703,15.0,1,318.17,4,2,2,Potential Loyalists
12648,155.0,1,318.05,2,2,2,Lost Customers
18066,76.0,1,318.0,2,2,2,Lost Customers
17172,79.0,1,317.76,2,2,2,Lost Customers
17267,128.0,2,317.62,2,2,2,Lost Customers
15101,9.0,2,317.53000000000003,5,2,2,Potential Loyalists
16386,29.0,2,317.2,4,2,2,Potential Loyalists
15257,284.0,1,317.15,1,2,2,Lost Customers
15385,41.0,1,316.88,3,2,2,Other
15243,75.0,1,316.68,2,2,2,Lost Customers
16761,97.0,1,316.62,2,2,2,Lost Customers
15204,358.0,1,316.58,1,2,2,Lost Customers
17458,16.0,1,316.5,4,2,2,Potential Loyalists
13494,312.0,1,316.26,1,2,2,Lost Customers
14479,254.0,2,316.25,1,2,2,Lost Customers
16473,165.0,3,316.11,2,3,2,Other
12614,278.0,1,315.6,1,2,2,Lost Customers
15766,65.0,1,315.06,3,2,2,Other
16091,155.0,2,315.06,2,2,2,Lost Customers
17237,12.0,2,314.69,5,2,2,Potential Loyalists
16193,237.0,1,314.45,1,2,2,Lost Customers
12650,4.0,1,314.44,5,2,2,Potential Loyalists
16227,226.0,1,314.22,1,2,2,Lost Customers
15970,304.0,1,314.09999999999997,1,2,2,Lost Customers
13484,242.0,1,313.8,1,2,2,Lost Customers
16582,114.0,1,313.62,2,2,2,Lost Customers
14729,374.0,1,313.49,1,2,2,Lost Customers
13845,65.0,1,312.98,3,2,2,Other
15318,4.0,1,312.62,5,2,2,Potential Loyalists
12834,283.0,1,312.38,1,2,2,Lost Customers
17362,240.0,2,312.23,1,2,2,Lost Customers
17070,115.0,1,312.14,2,2,2,Lost Customers
12785,365.0,1,311.95,1,2,2,Lost Customers
16450,150.0,1,311.92,2,2,2,Lost Customers
14142,374.0,1,311.81,1,2,2,Lost Customers
15326,334.0,1,311.71,1,2,2,Lost Customers
14951,80.0,1,311.69,2,2,2,Lost Customers
14327,164.0,1,311.65,2,2,2,Lost Customers
12852,295.0,1,311.55,1,2,2,Lost Customers
13990,214.0,1,311.3,1,2,2,Lost Customers
17854,186.0,2,311.26,1,2,2,Lost Customers
16781,373.0,1,311.25,1,2,2,Lost Customers
13897,51.0,1,311.16,3,2,2,Other
17912,311.0,5,311.01,1,4,2,Other
17266,3.0,3,310.64,5,3,2,Potential Loyalists
15185,71.0,1,310.62,3,2,2,Other
15308,275.0,1,310.46999999999997,1,2,2,Lost Customers
14311,243.0,1,310.26,1,2,2,Lost Customers
14924,246.0,1,310.05,1,2,2,Lost Customers
15661,318.0,2,309.8,1,2,2,Lost Customers
15699,18.0,1,309.65,4,2,2,Potential Loyalists
16810,193.0,1,309.54,1,2,2,Lost Customers
14339,243.0,1,309.52,1,2,2,Lost Customers
14847,149.0,1,309.4,2,2,2,Lost Customers
17604,218.0,2,309.36,1,2,2,Lost Customers
12884,89.0,1,309.05,2,2,2,Lost Customers
13787,76.0,2,309.04,2,2,2,Lost Customers
15010,36.0,1,308.94,3,2,2,Other
16956,18.0,1,308.74,4,2,2,Potential Loyalists
13699,156.0,1,308.58,2,2,2,Lost Customers
17510,25.0,1,308.48,4,1,2,Potential Loyalists
13369,366.0,1,308.28,1,1,2,Lost Customers
13466,185.0,1,307.9,1,1,2,Lost Customers
15973,367.0,1,307.82,1,1,2,Lost Customers
16123,52.0,1,307.78,3,1,2,Other
13529,79.0,2,307.76,2,2,2,Lost Customers
13395,186.0,1,307.72,1,1,2,Lost Customers
13060,254.0,1,307.53000000000003,1,1,2,Lost Customers
14915,92.0,2,307.48,2,2,2,Lost Customers
17120,234.0,1,307.46,1,1,2,Lost Customers
13932,295.0,1,307.4,1,1,2,Lost Customers
13142,20.0,1,307.09000000000003,4,1,2,Potential Loyalists
17334,303.0,2,307.02,1,2,2,Lost Customers
15087,282.0,1,306.94,1,1,2,Lost Customers
17551,360.0,1,306.84,1,1,2,Lost Customers
16668,16.0,6,306.72,4,4,2,Loyal Customers
13762,219.0,1,306.72,1,1,2,Lost Customers
13718,247.0,2,306.55,1,2,2,Lost Customers
18059,24.0,3,306.46,4,3,2,Potential Loyalists
15659,44.0,1,306.45,3,1,2,Other
17176,202.0,1,306.13,1,1,2,Lost Customers
13863,248.0,1,305.78,1,1,2,Lost Customers
15219,177.0,1,305.75,2,1,2,Lost Customers
16796,90.0,1,305.62,2,1,2,Lost Customers
16181,74.0,1,305.54,2,1,2,Lost Customers
13045,100.0,1,305.28,2,1,2,Lost Customers
18220,227.0,1,305.28,1,1,2,Lost Customers
12623,277.0,1,305.1,1,1,2,Lost Customers
13667,150.0,1,305.02,2,1,2,Lost Customers
17941,131.0,1,304.56,2,1,2,Lost Customers
15163,19.0,2,304.46999999999997,4,2,2,Potential Loyalists
16217,236.0,2,304.25,1,2,2,Lost Customers
18185,250.0,1,304.25,1,1,2,Lost Customers
17732,373.0,1,303.97,1,1,2,Lost Customers
16400,95.0,1,303.93,2,1,2,Lost Customers
13083,5.0,2,303.75,5,2,2,Potential Loyalists
17433,89.0,1,303.16,2,1,2,Lost Customers
15060,9.0,4,303.09000000000003,5,4,2,Loyal Customers
16425,303.0,1,302.7,1,1,2,Lost Customers
14248,319.0,1,302.58,1,1,2,Lost Customers
18165,178.0,1,302.46,2,1,2,Lost Customers
16104,62.0,1,302.36,3,1,2,Other
16292,122.0,1,302.25,2,1,2,Lost Customers
17506,76.0,1,302.2,2,1,2,Lost Customers
15054,13.0,2,302.1,5,2,2,Potential Loyalists
17094,323.0,1,302.0,1,1,2,Lost Customers
16297,269.0,1,301.9,1,1,2,Lost Customers
16715,79.0,1,301.71999999999997,2,1,2,Lost Customers
15667,40.0,1,301.32,3,1,2,Other
15148,11.0,1,301.29,5,1,2,Potential Loyalists
15623,142.0,1,301.03,2,1,2,Lost Customers
13479,201.0,2,300.95,1,2,2,Lost Customers
17978,366.0,1,300.92,1,1,2,Lost Customers
16430,58.0,1,300.85,3,1,2,Other
16479,11.0,2,300.83,5,2,2,Potential Loyalists
14762,264.0,1,300.52,1,1,2,Lost Customers
13304,352.0,1,300.42,1,1,2,Lost Customers
15254,128.0,1,300.36,2,1,2,Lost Customers
13745,163.0,1,300.04,2,1,2,Lost Customers
18053,71.0,1,300.02,3,1,2,Other
16402,265.0,2,299.6,1,2,2,Lost Customers
